prof_id,week_day,hour_begin,hour_end,level,note,constraint
36,Fri,14:30,15:30,undesired,,"not (Fri, [14:30,15:30])"
36,Mon,13:30,14:30,undesired,,"not (Mon, [13:30,14:30])"
36,Mon,14:30,15:30,undesired,,"not (Mon, [14:30,15:30])"
36,Thu,13:30,14:30,undesired,,"not (Thu, [13:30,14:30])"
36,Thu,14:30,15:30,undesired,,"not (Thu, [14:30,15:30])"
36,Tue,13:30,14:30,impossible,,"NOT (Tue, [13:30,14:30])"
36,Tue,14:30,15:30,undesired,,"not (Tue, [14:30,15:30])"
36,Wed,13:30,14:30,impossible,,"NOT (Wed, [13:30,14:30])"
36,Wed,14:30,15:30,undesired,,"not (Wed, [14:30,15:30])"
37,Fri,17:30,18:30,impossible,,"NOT (Fri, [17:30,18:30])"
37,Fri,18:30,19:30,impossible,,"NOT (Fri, [18:30,19:30])"
37,Mon,17:30,18:30,undesired,,"not (Mon, [17:30,18:30])"
37,Mon,18:30,19:30,undesired,,"not (Mon, [18:30,19:30])"
37,Thu,17:30,18:30,undesired,,"not (Thu, [17:30,18:30])"
37,Thu,18:30,19:30,undesired,,"not (Thu, [18:30,19:30])"
37,Tue,17:30,18:30,undesired,,"not (Tue, [17:30,18:30])"
37,Tue,18:30,19:30,undesired,,"not (Tue, [18:30,19:30])"
37,Wed,17:30,18:30,undesired,,"not (Wed, [17:30,18:30])"
37,Wed,18:30,19:30,undesired,,"not (Wed, [18:30,19:30])"
38,Fri,8:30,09:30,undesired,,"not (Fri, [8:30,09:30])"
38,Mon,8:30,09:30,undesired,,"not (Mon, [8:30,09:30])"
38,Thu,10:30,11:30,undesired,,"not (Thu, [10:30,11:30])"
38,Thu,11:30,12:30,undesired,,"not (Thu, [11:30,12:30])"
38,Thu,8:30,09:30,impossible,,"NOT (Thu, [8:30,09:30])"
38,Thu,9:30,10:30,undesired,,"not (Thu, [9:30,10:30])"
38,Tue,10:30,11:30,undesired,,"not (Tue, [10:30,11:30])"
38,Tue,8:30,09:30,impossible,,"NOT (Tue, [8:30,09:30])"
38,Tue,9:30,10:30,undesired,,"not (Tue, [9:30,10:30])"
38,Wed,8:30,09:30,undesired,,"not (Wed, [8:30,09:30])"
39,Fri,13:30,14:30,undesired,,"not (Fri, [13:30,14:30])"
39,Fri,14:30,15:30,undesired,,"not (Fri, [14:30,15:30])"
39,Fri,15:30,16:30,undesired,,"not (Fri, [15:30,16:30])"
39,Fri,16:30,17:30,undesired,,"not (Fri, [16:30,17:30])"
39,Fri,17:30,18:30,impossible,,"NOT (Fri, [17:30,18:30])"
39,Fri,18:30,19:30,impossible,,"NOT (Fri, [18:30,19:30])"
39,Mon,13:30,14:30,undesired,,"not (Mon, [13:30,14:30])"
39,Thu,13:30,14:30,undesired,,"not (Thu, [13:30,14:30])"
39,Tue,13:30,14:30,undesired,,"not (Tue, [13:30,14:30])"
39,Wed,13:30,14:30,undesired,,"not (Wed, [13:30,14:30])"
40,Fri,13:30,14:30,undesired,,"not (Fri, [13:30,14:30])"
40,Fri,14:30,15:30,undesired,,"not (Fri, [14:30,15:30])"
40,Fri,8:30,09:30,undesired,,"not (Fri, [8:30,09:30])"
40,Mon,13:30,14:30,undesired,,"not (Mon, [13:30,14:30])"
40,Mon,14:30,15:30,undesired,,"not (Mon, [14:30,15:30])"
40,Mon,8:30,09:30,impossible,,"NOT (Mon, [8:30,09:30])"
40,Thu,13:30,14:30,undesired,,"not (Thu, [13:30,14:30])"
40,Thu,14:30,15:30,undesired,,"not (Thu, [14:30,15:30])"
40,Thu,8:30,09:30,undesired,,"not (Thu, [8:30,09:30])"
40,Tue,8:30,09:30,impossible,,"NOT (Tue, [8:30,09:30])"
41,Fri,10:30,11:30,undesired,,"not (Fri, [10:30,11:30])"
41,Fri,11:30,12:30,undesired,,"not (Fri, [11:30,12:30])"
41,Mon,10:30,11:30,impossible,,"NOT (Mon, [10:30,11:30])"
41,Mon,11:30,12:30,impossible,,"NOT (Mon, [11:30,12:30])"
41,Thu,10:30,11:30,undesired,,"not (Thu, [10:30,11:30])"
41,Thu,11:30,12:30,undesired,,"not (Thu, [11:30,12:30])"
